"q_index10","question","gold_answer","predicted_answer","language","llm","embedding","top_k","latency_total_ms","latency_retrieval_ms","latency_generation_ms","prompt_tokens","completion_tokens","total_tokens","tokens_per_sec","gold_score_0_10","gold_feedback","factual_consistency_0_10","hallucination_rate_0_1","groundedness_pred_0_1","retrieval_support_gold_0_1","groundedness_mode_pred","retrieval_support_mode_gold","groundedness_requested","source_file"
"1","Who is Lisa’s idol?","Bleeding Gums Murphy","Bleeding Gums Murphy is Lisa's idol (from Moaning Lisa episode).","en","mistral","all-minilm","3","11643.62","29.45","11614.16","324","20","344","14.083269301402243","9.5","System answer is close but needs to be more concise","8.85","0.115","0.885","0.781","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"2","What instrument does Lisa play?","Saxophone","The context provided doesn't explicitly mention Lisa playing an instrument.","en","mistral","all-minilm","3","13051.33","2039.47","11011.85","319","14","333","15.168203458480402","1.5","The system answer correctly identifies that the question does not explicitly mention Lisa playing an instrument, but fails to provide a correct alternative (Saxophone).","6.9","0.31","0.69","0.617","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"3","What is the name of Bart’s dog?","Santa’s Little Helper","The name of Bart's dog is not mentioned in any of the provided contexts.","en","mistral","all-minilm","3","13633.5","2048.78","11584.71","335","19","354","13.677174623974878","9.5","Correctly identified that the dog's name is not explicitly mentioned in the provided context.","6.87","0.313","0.687","0.603","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"4","What is Homer Simpson’s job?","Safety inspector at the nuclear plant","After being fired from his nuclear power plant job, Homer becomes a nuclear safety inspector, but he also works as a mall Santa during Christmas.","en","mistral","all-minilm","3","14597.04","2051.29","12545.74","340","32","372","13.961656143868234","2.5","The system answer includes some correct information (working as a mall Santa during Christmas), but the primary job is incorrect. The gold answer is more specific and accurate.","8.06","0.194","0.806","0.652","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"5","In which episode is Homer mistaken for Bigfoot?","The Call of the Simpsons (S01E07)","Homer is mistaken for Bigfoot in ""The Call of the Simpsons"" (episode 7).","en","mistral","all-minilm","3","14025.39","2058.27","11967.11","322","25","347","13.608729749733826","8.5","System answer is close but does not specify the season and episode number as required in the gold answer.","8.43","0.157","0.843","0.834","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"6","What does Bart do to impress the cool kids in “The Telltale Head”?","Cut off the head of Jebediah Springfield’s statue","In ""The Telltale Head"", Bart impresses the cool kids by cutting off Jebediah Springfield's statue head.","en","mistral","all-minilm","3","14414.53","2052.6","12361.92","342","29","371","13.897521592675144","8.5","While your answer is mostly correct, 'cut off Jebediah Springfield's statue head' is a bit wordy and not exactly the same as the gold answer.","9.16","0.084","0.916","0.759","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"7","Who helps Bart fight Nelson in “Bart the General”?","Grandpa Abe and Herman","Grandpa and Herman help Bart fight Nelson in ""Bart the General"".","en","mistral","all-minilm","3","13537.71","2052.95","11484.74","338","17","355","13.993557037079961","6.5","The system answer had some correct elements (Grandpa and Herman), but incorrect capitalization and addition of an unmentioned character (not Herman) in the fight.","8.71","0.129","0.871","0.684","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"8","What side job does Homer take at Christmas in the pilot episode?","Santa Claus at a mall","In the pilot episode, Homer works as a mall Santa.","en","mistral","all-minilm","3","13333.87","2067.07","11266.78","357","15","372","14.389107560689418","9.5","Very close, but 'Santa' is not part of the answer","8.34","0.166","0.834","0.67","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"9","What compromising photo does Bart take in “Homer’s Night Out”?","A photo of Homer dancing with a dancer","Bart takes a compromising photo of Homer with a woman at the party in ""Homer's Night Out"".","en","mistral","all-minilm","3","14069.66","2039.36","12030.29","353","25","378","13.790985913721496","6.5","The system answer is close but not exact. It lacks the specificity of the gold answer, which mentions a dancer.","9.03","0.097","0.903","0.729","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"10","Who actually commits the robbery in “Krusty Gets Busted”?","Sideshow Bob","The robbery in ""Krusty Gets Busted"" is committed by Krusty's sidekick Bob.","en","mistral","all-minilm","3","14060.36","2066.38","11993.96","360","26","386","14.60959454778922","2.0","The system answer incorrectly identifies the culprit as Bob, when it's actually Sideshow Bob who commits the robbery in 'Krusty Gets Busted'.","9.0","0.1","0.9","0.685","semantic","semantic","semantic","results_mistral_all_minilm_en_k3.csv"
"1","¿Quién es el ídolo de Lisa?","Bleeding Gums Murphy","Bleeding Gums Murphy es el ídolo de Lisa.","es","mistral","all-minilm","3","14042.79","29.29","14013.49","399","15","414","15.078645692337526","9.5","La respuesta es correcta, pero la justificación no se refiere a la música en la que Lisa escribe canciones.","8.55","0.145","0.855","0.742","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"2","¿Qué instrumento toca Lisa?","Saxofón","Lisa toca el saxofón.","es","mistral","all-minilm","3","13133.28","2081.41","11051.86","396","10","406","15.24457403687449","9.5","La respuesta coincide con la correcta, solo falta especificar que es un instrumento de viento en lugar de simplemente saxofón.","7.83","0.217","0.783","0.681","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"3","¿Cómo se llama el perro de Bart?","Santa’s Little Helper","El perro de Bart no aparece en ninguno de los tres episodios proporcionados.","es","mistral","all-minilm","3","14192.65","2052.5","12140.14","408","25","433","14.415581375207253","0.0","La respuesta no es correcta, ya que el perro de Bart se llama Santa's Little Helper.","8.12","0.188","0.812","0.591","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"4","¿En qué trabaja Homer Simpson?","Inspector de seguridad en la planta nuclear","No se indica que Homer trabaje en el contexto proporcionado.","es","mistral","all-minilm","3","13819.09","2048.15","11770.92","404","20","424","14.461733205462687","0.0","La respuesta no proporciona información sobre el trabajo de Homer Simpson.","7.83","0.217","0.783","0.599","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"5","¿En qué episodio Homer es confundido con Big Foot?","The Call of the Simpsons (S01E07)","El episodio en el que Homer es confundido con Big Foot no se menciona en el contexto proporcionado.","es","mistral","all-minilm","3","14711.54","2062.12","12649.41","420","31","451","13.740352112036172","0.0","La respuesta del sistema no es precisa, ya que Homer es confundido con Big Foot en 'The Call of the Simpsons' (S01E07)","7.97","0.203","0.797","0.74","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"6","¿Qué hace Bart para impresionar a los chicos populares en “The Telltale Head”?","Cortar la cabeza de la estatua de Jebediah Springfield","Corta la cabeza de la estatua de Jebediah Springfield.","es","mistral","all-minilm","3","13913.75","2072.93","11840.8","428","20","448","14.227006543213715","8.5","La respuesta coincide con la correcta, pero no añade contexto o detalles significativos sobre por qué Bart decide cortar la cabeza de la estatua.","8.06","0.194","0.806","0.811","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"7","¿Quién ayuda a Bart a enfrentarse a Nelson en “Bart the General”?","El abuelo Abe y Herman","Abe Simpson y Herman ayudan a Bart a enfrentarse a Nelson.","es","mistral","all-minilm","3","13905.07","2064.29","11840.77","425","20","445","14.233956569494056","7.5","La respuesta tiene un error pequeño en la forma en que se menciona Abe Simpson, pero captura correctamente a Herman como parte del grupo que ayuda a Bart.","8.07","0.193","0.807","0.752","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"8","¿Qué trabajo extra toma Homer en Navidad en el episodio piloto?","Santa Claus en un centro comercial","En el episodio piloto, Homer no tiene un trabajo extra durante la Navidad.","es","mistral","all-minilm","3","14181.88","2044.2","12137.67","425","21","446","12.612656548593383","2.5","La respuesta del sistema es incorrecta al negar la existencia de un trabajo extra en Navidad para Homer. Sin embargo, no se menciona Santa Claus como centro comercial en el episodio piloto.","7.69","0.231","0.769","0.613","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"9","¿Qué fotografía comprometedora toma Bart en “Homer’s Night Out”?","Una foto de Homer bailando con una bailarina","La fotografía comprometedora que toma Bart en ""Homer's Night Out"" no se especifica explícitamente en el contexto proporcionado.","es","mistral","all-minilm","3","15356.73","2040.74","13315.97","429","38","467","13.196298341079444","1.0","La respuesta del sistema no se ajusta a la respuesta correcta y no proporciona una explicación clara sobre qué tipo de fotografía comprometedora toma Bart en el episodio.","8.82","0.118","0.882","0.811","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"10","¿Quién realmente comete el robo en “Krusty Gets Busted”?","Sideshow Bob","Sideshow Bob cometió el robo en ""Krusty Gets Busted"".","es","mistral","all-minilm","3","13922.16","2043.19","11878.96","425","20","445","13.992785319889064","10.0","Respuesta exacta y correcta","8.43","0.157","0.843","0.648","semantic","semantic","semantic","results_mistral_all_minilm_es_k3.csv"
"1","Qui és l’ídol de la Lisa?","Bleeding Gums Murphy","Jebediah Springfield és l'ídol de la Lisa (no esmentat a l'episodi on s'arrenca el cap).","ca","mistral","mxbai-embed-large","3","12787.63","62.39","12725.22","406","35","441","13.327415960646807","1.5","La resposta és incorrecta ja que l'ídol de la Lisa en l'episodi és Bleeding Gums Murphy i no Jebediah Springfield. El sistema no ha considerat aquest episodi específic en la seva resposta.","8.61","0.139","0.861","0.711","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"2","Quin instrument toca la Lisa?","Saxòfon","La Lisa toca el saxofon.","ca","mistral","mxbai-embed-large","3","13126.66","2110.89","11015.75","399","11","410","13.432537097309329","8.5","La resposta és pròxima però no exacta. La resposta correcta és 'Saxòfon', i el sistema ha escrit 'Saxofon' (sense accent).","8.5","0.15","0.85","0.701","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"3","Com es diu el gos del Bart?","Santa’s Little Helper","No es menciona explícitament en els contexts proporcionats que el gos del Bart tingui un nom específic.","ca","mistral","mxbai-embed-large","3","15254.26","2103.02","13151.23","412","34","446","12.471028699945142","0.0","The correct answer is Santa's Little Helper, but the system's response correctly identified that the dog's name was not explicitly mentioned in the context.","8.27","0.173","0.827","0.728","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"4","En què treballa el Homer Simpson?","Inspector de seguretat a la central nuclear","The Homer Simpson works as a safety inspector at the nuclear power plant.","ca","mistral","mxbai-embed-large","3","13445.41","2084.03","11361.37","409","18","427","14.407817105248624","7.5","{""score"": 7.5, ""feedback"": ""La resposta és prou acurada, però no perfecta. S'ha mencionat 'nuclear power plant' que no està en la resposta correcta, però s'ha capturat el contingut essencial d'""inspector de seguretat""""}","7.57","0.243","0.757","0.725","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"5","En quin episodi confonen el Homer amb el Bigfoot?","The Call of the Simpsons (S01E07)","En el setè episodi de la primera temporada, anomenat ""The Call of the Simpsons"".","ca","mistral","mxbai-embed-large","3","13984.93","2084.33","11900.58","406","24","430","13.178356591943006","9.5","La resposta és correcta en funció del títol de l'episodi, però no s'ha especificat la temporada i el número d'episodi amb precisió.","9.2","0.08","0.92","0.851","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"6","Què fa el Bart per impressionar els nois populars a “The Telltale Head”?","Tallar el cap de l’estàtua de Jebediah Springfield","Bart talla el cap de l'estàtua de Jebediah Springfield.","ca","mistral","mxbai-embed-large","3","13756.48","2081.8","11674.66","419","21","440","13.449028278887504","9.5","La resposta és correcta, però no dona prou detall sobre les motivacions de Bart.","8.71","0.129","0.871","0.858","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"7","Qui ajuda el Bart a enfrontar-se amb el Nelson a “Bart the General”?","L’avi Abe i en Herman","Avi i Herman","ca","mistral","mxbai-embed-large","3","12637.86","2102.14","10535.71","425","6","431","14.983323560876745","6.5","Although the system's response includes two characters who are part of the correct answer, it incorrectly names them. A partial credit score is given since some relevant information is present.","7.54","0.246","0.754","0.819","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"8","Quin treball extra fa el Homer per Nadal a l’episodi pilot?","Pare Noel en un centre comercial","En l'episodi pilot del Simpsons (s01e07), no es menciona cap treball extra que fa el Homer per Nadal.","ca","mistral","mxbai-embed-large","3","15108.28","2111.03","12997.25","417","38","455","13.2437525908091","1.5","La resposta no contempla l'opció correcta, Pare Noel en un centre comercial, i només es refereix a la falta d'esment del treball extra en l'episodi pilot","9.13","0.087","0.913","0.79","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"9","Quina foto comprometedora fa el Bart a “Homer’s Night Out”?","Una foto del Homer ballant amb una ballarina","La foto comprometedora que fa Bart a ""Homer's Night Out"" no es especifica explícitament en el context.","ca","mistral","mxbai-embed-large","3","14589.28","2079.82","12509.45","412","31","443","13.074025639260809","2.5","La resposta del sistema no és específica i no coincideix amb la resposta correcta, però intenta descriure les característiques generals d'una pregunta.","9.24","0.076","0.924","0.869","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"10","Qui comet realment el robatori a “Krusty Gets Busted”?","En Sideshow Bob","El robatori de ""Krusty Gets Busted"" és realment comès per l'ajudant d'en Krusty, Sideshow Bob.","ca","mistral","mxbai-embed-large","3","14929.21","2083.9","12845.29","424","36","460","13.278161098617344","9.5","La resposta és correcta, però es pot millorar amb la inclusió del personatge 'ajudant d'en Krusty' per referir-se a Sideshow Bob.","9.43","0.057","0.943","0.867","semantic","semantic","semantic","results_mistral_mxbai_embed_large_ca_k3.csv"
"1","Who is Lisa’s idol?","Bleeding Gums Murphy","In the context provided, Lisa finds comfort in saxophonist Bleeding Gums Murphy.","en","mistral","mxbai-embed-large","3","11508.12","61.42","11446.69","336","22","358","13.849130343860057","8.5","Answer matches gold answer, but does not provide exact phrase 'Bleeding Gums Murphy'","8.51","0.149","0.851","0.767","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"2","What instrument does Lisa play?","Saxophone","The context does not provide information about what instrument Lisa plays.","en","mistral","mxbai-embed-large","3","12856.14","2072.01","10784.12","319","13","332","13.226312792937392","8.5","The system answer is correct that the context does not provide information about what instrument Lisa plays. However, it fails to provide an alternative answer or even acknowledge that there is no clear answer in the context.","8.06","0.194","0.806","0.734","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"3","What is the name of Bart’s dog?","Santa’s Little Helper","The context does not provide information about the name of Bart's dog.","en","mistral","mxbai-embed-large","3","13174.33","2098.05","11076.26","335","16","351","13.359812481672007","0.0","The system answer failed to provide a valid response.","7.75","0.225","0.775","0.73","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"4","What is Homer Simpson’s job?","Safety inspector at the nuclear plant","In episode 3 of Season 1, Homer becomes a nuclear safety inspector.","en","mistral","mxbai-embed-large","3","13232.27","2092.36","11139.91","344","19","363","14.882817395663617","6.5","Close but not exact; 'nuclear safety inspector' is close to the gold answer of 'safety inspector at the nuclear plant'","8.88","0.112","0.888","0.727","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"5","In which episode is Homer mistaken for Bigfoot?","The Call of the Simpsons (S01E07)","The Simpsons character Homer is mistaken for Bigfoot in the episode ""The Call of the Simpsons"" (season 1, episode 7).","en","mistral","mxbai-embed-large","3","14623.06","2085.55","12537.49","342","34","376","13.128374692154093","9.5","Answer matches the gold answer exactly, just needs slight improvement in formatting","9.25","0.075","0.925","0.919","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"6","What does Bart do to impress the cool kids in “The Telltale Head”?","Cut off the head of Jebediah Springfield’s statue","In ""The Telltale Head"", Bart impresses the cool kids by cutting off Jebediah Springfield's statue's head.","en","mistral","mxbai-embed-large","3","14304.82","2196.59","12108.21","342","31","373","14.181957905295539","9.5","System answer is very close to the gold answer, but it should be a simple 'Cut off...' instead of 'by cutting off...'","8.95","0.105","0.895","0.81","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"7","Who helps Bart fight Nelson in “Bart the General”?","Grandpa Abe and Herman","Grandpa and Herman help Bart fight Nelson in ""Bart the General.""","en","mistral","mxbai-embed-large","3","13242.77","2094.43","11148.33","337","17","354","13.585573208098854","6.5","Answer is close but not exact, missing 'Abe' in Grandpa's name","8.71","0.129","0.871","0.765","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"8","What side job does Homer take at Christmas in the pilot episode?","Santa Claus at a mall","Homer takes a job as a mall Santa at Christmas.","en","mistral","mxbai-embed-large","3","12910.68","2094.68","10815.99","364","14","378","15.04354192028019","9.5","Close but not quite exact phrasing","8.74","0.126","0.874","0.774","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"9","What compromising photo does Bart take in “Homer’s Night Out”?","A photo of Homer dancing with a dancer","Bart takes a compromising photo of Homer with a woman at a party in ""Homer's Night Out.""","en","mistral","mxbai-embed-large","3","13740.27","2100.49","11639.77","350","25","375","14.562386311450066","4.5","The system answer is close but not exact; the gold answer specifies a dancer, while the system answer only mentions a woman.","9.08","0.092","0.908","0.812","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"10","Who actually commits the robbery in “Krusty Gets Busted”?","Sideshow Bob","The robbery in ""Krusty Gets Busted"" is actually committed by Krusty's sidekick Bob.","en","mistral","mxbai-embed-large","3","13954.4","2086.35","11868.03","348","27","375","13.894928608371437","2.5","The system answer is close but incorrect, the actual culprit is Sideshow Bob.","8.7","0.13","0.87","0.801","semantic","semantic","semantic","results_mistral_mxbai_embed_large_en_k3.csv"
"1","¿Quién es el ídolo de Lisa?","Bleeding Gums Murphy","Bleeding Gums Murphy","es","mistral","mxbai-embed-large","3","10426.25","58.68","10367.55","390","7","397","16.26793568959663","10.0","Exact match with the correct answer.","7.95","0.205","0.795","0.795","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"2","¿Qué instrumento toca Lisa?","Saxofón","Saxofón. (De acuerdo al contexto de Moaning Lisa)","es","mistral","mxbai-embed-large","3","13446.69","2100.47","11346.2","401","18","419","14.376988766859316","10.0","La respuesta coincide exactamente con la respuesta correcta.","9.2","0.08","0.92","0.709","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"3","¿Cómo se llama el perro de Bart?","Santa’s Little Helper","El perro de Bart no es mencionado en los contextos proporcionados.","es","mistral","mxbai-embed-large","3","13746.72","2092.81","11653.9","414","22","436","14.100027001551707","0.0","La respuesta no proporciona la información requerida","8.22","0.178","0.822","0.741","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"4","¿En qué trabaja Homer Simpson?","Inspector de seguridad en la planta nuclear","Inspector de seguridad nuclear (s01e03)","es","mistral","mxbai-embed-large","3","13196.62","2099.79","11096.82","419","16","435","15.18862516267255","7.5","La respuesta está cerca de la correcta, pero 'Inspector de seguridad nuclear' no es exactamente lo mismo que 'Inspector de seguridad en la planta nuclear'.","8.25","0.175","0.825","0.794","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"5","¿En qué episodio Homer es confundido con Big Foot?","The Call of the Simpsons (S01E07)","El episodio donde Homer es confundido con Big Foot no se menciona en el contexto proporcionado.","es","mistral","mxbai-embed-large","3","14150.84","2106.64","12044.19","424","29","453","14.650685227703981","0.0","La respuesta del sistema no se ajusta a la respuesta correcta. No se menciona un episodio específico en el que Homer es confundido con Big Foot.","8.92","0.108","0.892","0.862","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"6","¿Qué hace Bart para impresionar a los chicos populares en “The Telltale Head”?","Cortar la cabeza de la estatua de Jebediah Springfield","Corta la cabeza de la estatua de Jebediah Springfield.","es","mistral","mxbai-embed-large","3","13507.18","2097.05","11410.11","428","20","448","14.746049072639405","9.5","La respuesta es correcta, pero no explica por qué Bart cortó la cabeza de la estatua","8.76","0.124","0.876","0.878","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"7","¿Quién ayuda a Bart a enfrentarse a Nelson en “Bart the General”?","El abuelo Abe y Herman","Abe Simpson y Herman ayudan a Bart a enfrentarse a Nelson.","es","mistral","mxbai-embed-large","3","13488.77","2079.85","11408.9","423","20","443","14.833013273989414","7.5","La respuesta está cercana a la correcta, pero la falta de precisión en el nombre del abuelo ('Abe Simpson' en lugar de 'El abuelo Abe') reduce la puntuación.","9.22","0.078","0.922","0.872","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"8","¿Qué trabajo extra toma Homer en Navidad en el episodio piloto?","Santa Claus en un centro comercial","En el episodio piloto, Homer toma un trabajo como Santa Claus.","es","mistral","mxbai-embed-large","3","13483.37","2094.98","11388.38","429","20","449","14.792011012356358","2.5","La respuesta del sistema es cercana a la correcta, pero no captura el espíritu del episodio piloto correctamente. Homer toma un trabajo como Santa Claus en un centro comercial, no como Santa Claus en general.","8.94","0.106","0.894","0.795","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"9","¿Qué fotografía comprometedora toma Bart en “Homer’s Night Out”?","Una foto de Homer bailando con una bailarina","Bart toma una foto comprometedora de Homer en un acto amoroso con otra mujer.","es","mistral","mxbai-embed-large","3","13821.53","2096.03","11725.49","418","25","443","14.95522465559015","1.0","La respuesta del sistema presenta información incorrecta y descriptiva, no se ajusta a la realidad de la escena mostrada en 'Homer's Night Out'.","9.12","0.088","0.912","0.88","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"10","¿Quién realmente comete el robo en “Krusty Gets Busted”?","Sideshow Bob","Sideshow Bob es quien comete el robo.","es","mistral","mxbai-embed-large","3","13200.0","2090.57","11109.42","439","13","452","13.494378708942964","10.0","La respuesta coincide exactamente con la respuesta correcta.","8.85","0.115","0.885","0.801","semantic","semantic","semantic","results_mistral_mxbai_embed_large_es_k3.csv"
"1","Qui és l’ídol de la Lisa?","Bleeding Gums Murphy","El ídol de la Lisa és Bleeding Gums Murphy.","ca","mistral","nomic-embed-text","3","11261.37","33.62","11227.73","418","16","434","13.858635679681194","1.0","La resposta és correcta però no ofereix massa informació sobre l'ídol de la Lisa. Un avaluador estricte podria esperar una resposta més detallada.","9.08","0.092","0.908","0.813","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"2","Quin instrument toca la Lisa?","Saxòfon","La Lisa se interesa pel saxofón.","ca","mistral","nomic-embed-text","3","12890.12","2073.23","10816.87","398","12","410","15.626348993409195","8.5","La resposta té una similaritat amb la correcta, però no és exacte. El terme utilitzat és 'saxofón', mentre que la resposta del sistema diu 'saxòfon'. Una petita variació en la grafia i hi ha un punt de diferència.","8.52","0.148","0.852","0.726","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"3","Com es diu el gos del Bart?","Santa’s Little Helper","El gos del Bart no és mencionat en cap dels contextos proporcionats.","ca","mistral","nomic-embed-text","3","13727.68","2067.26","11660.4","430","23","453","14.353957098893023","0.0","La resposta no coincideix amb la resposta correcta. El gos del Bart es diu Santa's Little Helper, però el sistema ha retornat que el gos no és mencionat en cap dels contextos proporcionats.","8.4","0.16","0.84","0.746","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"4","En què treballa el Homer Simpson?","Inspector de seguretat a la central nuclear","En aquest context, el Homer Simpson és un empleat de la Central Nuclear de Springfield i després es converteix en inspector de seguretat nuclear.","ca","mistral","nomic-embed-text","3","14978.31","2076.72","12901.58","407","41","448","14.391665021570649","6.5","La resposta és parcialment correcta ja que Homer Simpson és inspector de seguretat nuclear a la central nuclear, però no menciona les seves activitats anteriors com empleat.","8.9","0.11","0.89","0.783","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"5","En quin episodi confonen el Homer amb el Bigfoot?","The Call of the Simpsons (S01E07)","El Homer és confós amb el Bigfoot al capítol 7 de la primera temporada (The Call of the Simpsons).","ca","mistral","nomic-embed-text","3","14226.6","2055.09","12171.5","401","30","431","14.235137519969525","9.5","The answer is correct in terms of episode title and season number, but it would be more accurate to specify 'S01E07' instead of 'capítol 7'","9.19","0.081","0.919","0.86","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"6","Què fa el Bart per impressionar els nois populars a “The Telltale Head”?","Tallar el cap de l’estàtua de Jebediah Springfield","Bart talla el cap de l'estàtua de Jebediah Springfield.","ca","mistral","nomic-embed-text","3","13645.41","2102.08","11543.32","431","21","452","14.525139973932216","9.5","La resposta és correcta però no es detalla que ho fa per impressionar els nois populars.","8.97","0.103","0.897","0.88","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"7","Qui ajuda el Bart a enfrontar-se amb el Nelson a “Bart the General”?","L’avi Abe i en Herman","Avi i Herman ajuden a Bart a enfrontar-se amb Nelson a ""Bart the General"".","ca","mistral","nomic-embed-text","3","13891.25","2080.73","11810.51","431","26","457","14.763786793202163","8.5","The names are mostly correct, but not exactly as they appear in the episode 'Bart the General'. The character's names are simply spelled incorrectly.","8.98","0.102","0.898","0.838","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"8","Quin treball extra fa el Homer per Nadal a l’episodi pilot?","Pare Noel en un centre comercial","El Homer accepta una feina de Pare Noel al centre comercial (s01e01.txt).","ca","mistral","nomic-embed-text","3","14097.3","2057.35","12039.94","430","28","458","14.271739631275334","9.5","La resposta és correcta però no és exacte, ja que la feina no es diu 'feina de Pare Noel' sinó simplement 'Pare Noel en un centre comercial'","8.92","0.108","0.892","0.777","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"9","Quina foto comprometedora fa el Bart a “Homer’s Night Out”?","Una foto del Homer ballant amb una ballarina","La sinopsi no esmenta explícitament que Bart faci alguna fotografia en ""Homer's Night Out"".","ca","mistral","nomic-embed-text","3","14339.15","2057.04","12282.1","436","30","466","13.482392265349299","1.5","La resposta del sistema és una justificació plausible però no es refereix a la foto comprometedora específicament, però fa referència a la sinopsi i el fet que no esmenta explícitament la fotografia.","9.27","0.073","0.927","0.862","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"10","Qui comet realment el robatori a “Krusty Gets Busted”?","En Sideshow Bob","En Bob és qui comet el robatori a ""Krusty Gets Busted"".","ca","mistral","nomic-embed-text","3","13744.89","2132.28","11612.59","452","19","471","13.890504370793415","2.5","The correct answer is Sideshow Bob, not Bob.","9.06","0.094","0.906","0.829","semantic","semantic","semantic","results_mistral_nomic_embed_text_ca_k3.csv"
"1","Who is Lisa’s idol?","Bleeding Gums Murphy","Bleeding Gums Murphy","en","mistral","nomic-embed-text","3","10418.07","36.08","10381.98","349","7","356","14.64774373479381","10.0","Perfect match","7.93","0.207","0.793","0.793","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
"2","What instrument does Lisa play?","Saxophone","Lisa plays the saxophone. (Referenced in ""Moaning Lisa."")","en","mistral","nomic-embed-text","3","13255.57","2055.28","11200.28","314","19","333","13.322931162658545","9.8","Correct instrument, correct reference","8.8","0.12","0.88","0.762","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
"3","What is the name of Bart’s dog?","Santa’s Little Helper","The name of Bart's dog is not explicitly mentioned in the provided contexts.","en","mistral","nomic-embed-text","3","13179.67","2062.16","11117.5","334","18","352","14.020603588542333","0.0","The system answer did not provide the correct name of Bart's dog.","8.04","0.196","0.804","0.749","semantic","semantic","semantic","results_mistral_nomic_embed_text_en_k3.csv"
